time,uav2_fused_error,uav3_fused_error,uav4_fused_error,uav5_fused_error,uav6_fused_error
0.0,0.0083744760510836,0.008206093383157337,0.019433862762895545,0.008585627331667239,0.0038966863787508747
0.05,0.012818076439141986,0.002966103322483005,0.03221124638862652,0.013685480715621576,0.013638563237183102
0.1,0.004574814416221019,0.015325670206683387,0.02944528777255348,0.015436102620870303,0.021797337266521867
0.15000000000000002,0.02250078972724516,0.006111748333847915,0.03150120225746145,0.006966029200254058,0.015805059328746936
0.2,0.034877718476568245,0.006124250097533076,0.03195881119203384,0.0160181646513822,0.02669477805492334
0.25,0.0413202969462142,0.013171727160185899,0.03402000928591132,0.007003733302685382,0.016420518897681452
0.30000000000000004,0.040058024112949356,0.011794339248802826,0.04867163094178616,0.01634228283001784,0.027361889449314884
0.35000000000000003,0.034264245143476015,0.024168721129455853,0.0651410736157245,0.008685359379362323,0.04640663252506225
0.4,0.028529607732046214,0.020467355712390684,0.059438404637598904,0.0038564537518782755,0.0741621685724731
0.45,0.018988958528483018,0.024715190155153017,0.07245925288349245,0.023659233987567273,0.07779086190443121
0.5,0.030966575556011563,0.039624093718038884,0.07904672380335195,0.02630385302268239,0.08610653283439995
0.55,0.024874856919637783,0.04201302199905799,0.09222180052300684,0.03349022442776785,0.10243073259914232
0.6000000000000001,0.03167422657818777,0.04297034303827734,0.09193504890208054,0.04319518760912198,0.10858948198495134
0.65,0.033929322262365634,0.054561893229074405,0.08899875683616364,0.05559824345717304,0.10245713620017831
0.7000000000000001,0.04369181480703653,0.048521860800516195,0.09704701848344446,0.06496247877736214,0.0946021532385664
0.75,0.03823492520059644,0.0489349309022373,0.12004134410124927,0.06513848813578879,0.08890824432642412
0.8,0.03655967240955955,0.05688937826462825,0.11659648497791937,0.06380429745084006,0.09953947366542065
0.8500000000000001,0.056949490587473416,0.04882706307684473,0.12729490312421282,0.06187006744307126,0.09068443797948612
0.9,0.04958697934855909,0.06922256440149814,0.12552506420851192,0.07007397040373928,0.09569585099996722
0.9500000000000001,0.05078077225485759,0.07837330545694801,0.13147616720552774,0.08473339850061612,0.10589013191618853
1.0,0.05780961665487566,0.07317584705084888,0.1268190374272612,0.09023495806273486,0.11342323506549733
1.05,0.06324777817885921,0.07270508818579302,0.1304686617348896,0.09092289343676695,0.11729809716987964
1.1,0.07219697723533275,0.07101197531910718,0.1271046849223977,0.10217027379885135,0.1375377463173744
1.1500000000000001,0.06062235730845782,0.07424163131946637,0.12354734621445602,0.07958742593879398,0.11973513926332292
1.2000000000000002,0.0675621162389377,0.05607522162800092,0.13559281563831208,0.08791254767756444,0.10927496585953357
1.25,0.08717737248962112,0.06377050374191653,0.132638617671474,0.07341547085527482,0.10527613717867046
1.3,0.0854253445204599,0.04707286576475541,0.13848728824409615,0.06708580116049025,0.10835417015154306
